file,seed,N,wall,var_d
1164,1164,26,10,2563
1165,1165,29,143,3925
1166,1166,35,124,7580
1167,1167,27,157,6407
1168,1168,36,247,8837
1169,1169,40,96,19275
1170,1170,31,200,5857
1171,1171,32,32,11549
1172,1172,20,46,1792
1173,1173,25,88,19163
1174,1174,34,43,16957
1175,1175,29,36,628
1176,1176,37,68,1785
1177,1177,24,68,11018
1178,1178,36,94,10694
1179,1179,37,17,3300
1180,1180,22,96,19895
1181,1181,32,26,7309
1182,1182,26,136,16261
1183,1183,22,102,7955
1184,1184,22,87,27781
1185,1185,32,198,3360
1186,1186,37,32,18041
1187,1187,36,58,18539
1188,1188,22,26,13313
1189,1189,40,196,6403
1190,1190,23,68,9879
1191,1191,32,70,10714
1192,1192,26,154,12418
1193,1193,30,57,4547
1194,1194,25,21,17160
1195,1195,37,189,3803
1196,1196,20,34,17238
1197,1197,21,83,35
1198,1198,29,75,5587
1199,1199,32,91,13362
1200,1200,23,52,9
1201,1201,25,85,6543
1202,1202,28,57,24278
1203,1203,29,150,4446
1204,1204,23,131,6173
1205,1205,20,57,31138
1206,1206,39,111,3966
1207,1207,38,9,4557
1208,1208,36,40,13291
1209,1209,39,24,25624
1210,1210,32,22,8302
1211,1211,36,95,14094
1212,1212,32,175,4905
1213,1213,36,172,35262
1214,1214,31,29,930
1215,1215,22,34,688
1216,1216,23,14,6077
1217,1217,20,24,234
1218,1218,22,27,5236
1219,1219,35,138,3441
1220,1220,35,255,4972
1221,1221,22,48,34898
1222,1222,36,6,3066
1223,1223,34,176,12344
1224,1224,22,21,1954
1225,1225,30,37,1977
1226,1226,26,68,19148
1227,1227,24,77,22734
1228,1228,37,166,5075
1229,1229,33,102,8632
1230,1230,30,123,9972
1231,1231,32,178,10705
1232,1232,28,126,23578
1233,1233,21,34,15345
1234,1234,20,14,21625
1235,1235,31,142,7108
1236,1236,28,83,1658
1237,1237,21,10,598
1238,1238,33,75,330
1239,1239,24,76,4188
1240,1240,40,177,16616
1241,1241,39,71,5117
1242,1242,31,162,10728
1243,1243,35,34,16362
1244,1244,29,120,1442
1245,1245,21,14,22496
1246,1246,25,98,9555
1247,1247,28,123,236
1248,1248,34,81,46
1249,1249,40,183,12255
1250,1250,29,48,8463
1251,1251,28,10,1036
1252,1252,35,130,4497
1253,1253,33,51,18306
1254,1254,32,174,8023
1255,1255,22,86,51
1256,1256,24,77,3415
1257,1257,24,84,4088
1258,1258,38,190,6102
1259,1259,40,255,19995
1260,1260,33,177,12934
1261,1261,26,73,3310
1262,1262,34,123,21677
1263,1263,22,96,8329
1264,1264,24,107,9485
1265,1265,22,34,6594
1266,1266,27,74,19401
1267,1267,37,108,8426
1268,1268,24,73,8650
1269,1269,33,208,4899
1270,1270,20,42,16108
1271,1271,20,29,28529
1272,1272,37,75,4914
1273,1273,34,204,16068
1274,1274,21,29,15933
1275,1275,20,80,7363
1276,1276,21,74,13727
1277,1277,24,74,6163
1278,1278,33,114,20704
1279,1279,29,166,4888
1280,1280,29,51,573
1281,1281,23,58,4749
1282,1282,29,133,9583
1283,1283,21,13,16634
1284,1284,38,255,6238
1285,1285,35,48,4213
1286,1286,37,275,1640
1287,1287,21,101,1651
1288,1288,38,42,15268
1289,1289,23,124,16175
1290,1290,36,202,12131
1291,1291,23,124,1208
1292,1292,31,87,143
1293,1293,20,54,2118
1294,1294,27,72,59
1295,1295,22,56,26483
1296,1296,40,243,17957
1297,1297,35,144,275
1298,1298,21,32,12521
1299,1299,33,31,1091
1300,1300,27,76,5161
1301,1301,30,113,15470
1302,1302,35,174,3416
1303,1303,26,105,5770
1304,1304,33,208,19255
1305,1305,27,132,1598
1306,1306,28,136,19511
1307,1307,30,19,5469
1308,1308,22,30,6911
1309,1309,26,60,418
1310,1310,28,165,2542
1311,1311,26,19,76
1312,1312,22,48,8334
1313,1313,29,186,4219
1314,1314,22,36,800
1315,1315,36,180,4500
1316,1316,26,77,20049
1317,1317,21,73,538
1318,1318,21,56,15508
1319,1319,29,11,5654
1320,1320,39,58,3793
1321,1321,29,135,10579
1322,1322,22,101,14173
1323,1323,23,54,21251
1324,1324,33,250,87
1325,1325,21,48,2587
1326,1326,31,97,5255
1327,1327,26,113,2917
1328,1328,31,157,16969
1329,1329,31,9,1024
1330,1330,33,37,7966
1331,1331,21,36,5546
1332,1332,27,61,46
1333,1333,38,89,16136
1334,1334,34,77,18014
1335,1335,37,52,825
1336,1336,34,148,3579
1337,1337,27,84,17
1338,1338,23,47,5235
1339,1339,38,25,2399
1340,1340,37,173,7289
1341,1341,39,347,11970
1342,1342,25,86,11130
1343,1343,29,159,24683
1344,1344,27,77,18
1345,1345,39,283,10691
1346,1346,28,62,16560
1347,1347,31,58,40716
1348,1348,38,173,6097
1349,1349,29,145,2259
1350,1350,20,37,8888
1351,1351,27,93,35642
1352,1352,30,42,20478
1353,1353,33,183,38234
1354,1354,34,158,3088
1355,1355,21,10,713
1356,1356,30,51,7320
1357,1357,27,141,23542
1358,1358,27,139,32522
1359,1359,37,303,23850
1360,1360,26,116,5646
1361,1361,35,206,25476
1362,1362,39,232,10409
1363,1363,20,51,13824
1364,1364,27,12,8533
1365,1365,21,52,15922
1366,1366,35,175,23164
1367,1367,35,140,6054
1368,1368,40,83,3016
1369,1369,40,273,684
1370,1370,27,11,2364
1371,1371,23,46,343
1372,1372,25,75,789
1373,1373,20,80,3791
1374,1374,23,103,5092
1375,1375,30,9,236
1376,1376,38,169,24017
1377,1377,27,101,4415
1378,1378,30,9,12033
1379,1379,23,68,12341
1380,1380,26,122,23859
1381,1381,31,109,1104
1382,1382,22,110,5290
1383,1383,24,36,1802
1384,1384,29,108,10953
1385,1385,37,157,7568
1386,1386,39,201,3038
1387,1387,27,145,4894
1388,1388,21,80,6986
1389,1389,35,110,9472
1390,1390,36,166,6196
1391,1391,29,132,12276
1392,1392,20,84,658
1393,1393,36,224,56
1394,1394,34,77,310
1395,1395,21,80,8270
1396,1396,28,67,18351
1397,1397,25,35,12147
1398,1398,24,88,1152
1399,1399,21,81,5222
1400,1400,21,108,4964
1401,1401,39,110,249
1402,1402,22,54,1619
1403,1403,24,85,34105
1404,1404,26,24,3717
1405,1405,23,23,2927
1406,1406,23,3,853
1407,1407,35,123,649
1408,1408,23,88,3046
1409,1409,36,273,4236
1410,1410,28,163,3303
1411,1411,34,177,11399
1412,1412,24,130,8357
1413,1413,40,193,9881
1414,1414,28,11,9546
1415,1415,34,39,274
1416,1416,23,72,10026
1417,1417,40,3,12650
1418,1418,28,125,5906
1419,1419,22,90,439
1420,1420,20,20,612
1421,1421,26,5,17617
1422,1422,22,33,16786
1423,1423,29,63,368
1424,1424,40,88,16765
1425,1425,28,98,7745
1426,1426,20,41,3515
1427,1427,40,158,7315
1428,1428,39,252,4831
1429,1429,25,102,7328
1430,1430,31,15,59083
1431,1431,32,156,5784
1432,1432,37,211,4165
1433,1433,22,105,848
1434,1434,29,87,4796
1435,1435,29,43,9353
1436,1436,28,115,11670
1437,1437,40,216,3894
1438,1438,22,74,3610
1439,1439,32,70,6984
1440,1440,23,105,20472
1441,1441,35,96,1180
1442,1442,21,78,12586
1443,1443,22,6,6812
1444,1444,20,37,2097
1445,1445,40,201,4753
1446,1446,26,135,11389
1447,1447,24,103,6392
1448,1448,39,141,14845
1449,1449,40,263,650
1450,1450,26,56,12719
1451,1451,38,237,3629
1452,1452,36,20,1793
1453,1453,35,201,6263
1454,1454,34,138,3881
1455,1455,36,231,13511
1456,1456,35,82,21307
1457,1457,39,211,15531
1458,1458,35,85,8840
1459,1459,34,141,4078
1460,1460,38,186,10098
1461,1461,22,45,11191
1462,1462,40,4,1725
1463,1463,32,232,12538
1464,1464,23,21,7858
1465,1465,28,30,3825
1466,1466,22,40,16
1467,1467,28,11,11135
1468,1468,23,61,8357
1469,1469,35,202,4857
1470,1470,39,10,1986
1471,1471,32,166,1972
1472,1472,37,236,17322
1473,1473,23,79,10219
1474,1474,35,33,16434
1475,1475,21,22,313
1476,1476,39,31,1493
1477,1477,40,302,256
1478,1478,25,28,18282
1479,1479,32,221,8674
1480,1480,31,100,5770
1481,1481,39,302,7829
1482,1482,38,187,6093
1483,1483,40,177,9498
1484,1484,32,207,8441
1485,1485,23,107,90
1486,1486,38,102,619
1487,1487,20,63,2860
1488,1488,40,299,2951
1489,1489,23,14,23
1490,1490,34,36,7017
1491,1491,34,148,6739
1492,1492,26,143,6137
1493,1493,39,201,11509
1494,1494,33,143,3837
1495,1495,38,134,6406
1496,1496,29,16,7212
1497,1497,29,49,118
1498,1498,30,143,3070
1499,1499,31,117,291
1500,1500,27,89,3127
1501,1501,24,23,11057
1502,1502,24,122,5424
1503,1503,34,138,12125
1504,1504,21,82,3229
1505,1505,26,86,1688
1506,1506,37,265,677
1507,1507,29,75,1668
1508,1508,21,46,18685
1509,1509,37,27,8918
1510,1510,26,120,4903
1511,1511,28,108,8084
1512,1512,30,105,12988
1513,1513,36,72,20109
1514,1514,33,21,8197
1515,1515,25,90,21420
1516,1516,37,230,7594
1517,1517,26,6,15375
1518,1518,39,158,2124
1519,1519,32,189,17645
1520,1520,36,186,2118
1521,1521,27,108,3727
1522,1522,34,26,978
1523,1523,39,135,14201
1524,1524,28,172,31065
1525,1525,29,129,7318
1526,1526,29,119,2623
1527,1527,20,65,1938
1528,1528,24,58,1961
1529,1529,25,53,7217
1530,1530,26,129,2856
1531,1531,39,56,5356
1532,1532,23,61,441
1533,1533,35,97,8236
1534,1534,34,245,1374
1535,1535,33,210,483
1536,1536,38,41,2157
1537,1537,24,65,16102
1538,1538,22,94,8887
1539,1539,23,51,24775
1540,1540,29,105,6775
1541,1541,31,13,11689
1542,1542,23,96,4933
1543,1543,40,237,15994
1544,1544,22,34,686
1545,1545,39,316,8600
1546,1546,38,252,358
1547,1547,24,3,26556
1548,1548,32,77,16989
1549,1549,28,92,2580
1550,1550,31,145,14292
1551,1551,20,21,9013
1552,1552,36,57,2205
1553,1553,25,155,5094
1554,1554,34,191,13786
1555,1555,28,44,396
1556,1556,30,119,420
1557,1557,34,129,11232
1558,1558,34,207,4909
1559,1559,34,115,300
1560,1560,24,48,41
1561,1561,33,217,26396
1562,1562,35,75,2159
1563,1563,39,251,4929
1564,1564,29,148,158
1565,1565,36,251,14312
1566,1566,23,115,4112
1567,1567,33,76,2180
1568,1568,21,42,1707
1569,1569,35,223,1005
1570,1570,22,50,940
1571,1571,21,91,5544
1572,1572,23,58,702
1573,1573,20,57,8437
1574,1574,30,48,17511
1575,1575,25,55,316
1576,1576,22,116,6581
1577,1577,31,143,1050
1578,1578,32,150,15181
1579,1579,22,70,20043
1580,1580,39,293,745
1581,1581,36,82,10977
1582,1582,24,73,12376
1583,1583,39,174,1893
1584,1584,34,64,14125
1585,1585,37,252,9267
1586,1586,25,26,29658
1587,1587,35,168,5364
1588,1588,31,85,14215
1589,1589,28,77,14836
1590,1590,32,167,441
1591,1591,30,152,21815
1592,1592,37,266,2034
1593,1593,20,52,10309
1594,1594,32,16,7055
1595,1595,35,216,10082
1596,1596,29,138,33446
1597,1597,22,107,249
1598,1598,24,76,5211
1599,1599,31,36,5109
1600,1600,22,65,9348
1601,1601,28,59,353
1602,1602,32,48,20238
1603,1603,29,75,7235
1604,1604,40,199,8356
1605,1605,23,24,20167
1606,1606,21,87,37
1607,1607,25,132,3431
1608,1608,30,133,12315
1609,1609,27,125,20486
1610,1610,21,56,7683
1611,1611,32,165,2610
1612,1612,38,160,13681
1613,1613,39,219,3980
1614,1614,34,196,9105
1615,1615,38,32,8018
1616,1616,20,19,2169
1617,1617,35,23,1641
1618,1618,37,121,19004
1619,1619,21,21,5582
1620,1620,32,213,2005
1621,1621,31,64,7026
1622,1622,25,127,27867
1623,1623,36,148,3247
1624,1624,22,36,10390
1625,1625,22,62,13073
1626,1626,38,184,4489
1627,1627,37,221,5552
1628,1628,21,96,15434
1629,1629,40,213,5084
1630,1630,34,105,16158
1631,1631,40,227,11179
1632,1632,24,66,11297
1633,1633,39,129,3846
1634,1634,35,201,6859
1635,1635,31,22,5327
1636,1636,27,3,904
1637,1637,33,181,15636
1638,1638,28,153,10527
1639,1639,27,139,4167
1640,1640,40,168,3848
1641,1641,34,37,18817
1642,1642,28,97,24925
1643,1643,30,159,10725
1644,1644,33,42,6734
1645,1645,32,214,9124
1646,1646,32,87,29330
1647,1647,32,25,8515
1648,1648,33,135,1671
1649,1649,34,75,21691
1650,1650,35,206,3117
1651,1651,33,12,15914
1652,1652,31,57,6745
1653,1653,38,288,979
1654,1654,24,99,22495
1655,1655,35,152,14280
1656,1656,22,97,23043
1657,1657,20,82,5358
1658,1658,34,241,9537
1659,1659,23,20,12727
1660,1660,34,19,12169
1661,1661,30,106,2526
1662,1662,22,9,9229
1663,1663,26,139,3914
1664,1664,31,69,10264
1665,1665,33,38,7013
1666,1666,20,100,2661
1667,1667,30,160,6041
1668,1668,23,116,1211
1669,1669,36,137,3059
1670,1670,34,10,2623
1671,1671,23,78,2269
1672,1672,32,167,6020
1673,1673,40,332,7626
1674,1674,25,142,7335
1675,1675,35,159,2499
1676,1676,33,38,4908
1677,1677,27,148,4401
1678,1678,21,57,1349
1679,1679,33,150,5691
1680,1680,40,182,18164
1681,1681,36,259,7474
1682,1682,21,16,6296
1683,1683,22,43,1454
1684,1684,20,85,8229
1685,1685,34,170,7578
1686,1686,39,173,16917
1687,1687,35,70,26786
1688,1688,26,67,1522
1689,1689,37,108,3644
1690,1690,34,167,11818
1691,1691,25,55,17790
1692,1692,29,40,2482
1693,1693,25,76,5981
1694,1694,30,153,6573
1695,1695,22,92,22562
1696,1696,31,146,7
1697,1697,23,65,3482
1698,1698,22,102,3978
1699,1699,36,242,23048
1700,1700,29,10,9674
1701,1701,32,50,7658
1702,1702,22,26,19208
1703,1703,34,140,2642
1704,1704,22,75,504
1705,1705,31,81,4706
1706,1706,39,60,1008
1707,1707,30,123,1172
1708,1708,33,89,13140
1709,1709,40,199,6178
1710,1710,24,60,12861
1711,1711,20,88,7187
1712,1712,40,282,7765
1713,1713,32,176,1158
1714,1714,37,218,6336
1715,1715,28,146,13131
1716,1716,29,108,5794
1717,1717,30,168,6312
1718,1718,33,127,5412
1719,1719,28,133,15658
1720,1720,38,44,5966
1721,1721,29,170,9499
1722,1722,23,8,24213
1723,1723,21,36,7852
1724,1724,37,226,4551
1725,1725,36,235,871
1726,1726,20,53,4726
1727,1727,20,92,2973
1728,1728,32,171,16854
1729,1729,30,174,10288
1730,1730,23,117,9364
1731,1731,32,98,12501
1732,1732,27,39,8229
1733,1733,31,14,12443
1734,1734,37,235,4531
1735,1735,36,142,4777
1736,1736,34,184,3490
1737,1737,33,73,7392
1738,1738,22,39,2794
1739,1739,26,70,2582
1740,1740,37,136,9801
1741,1741,40,49,6737
1742,1742,25,13,8103
1743,1743,28,170,2313
1744,1744,33,211,4243
1745,1745,28,68,365
1746,1746,31,152,20515
1747,1747,27,126,5386
1748,1748,21,46,15175
1749,1749,24,57,13330
1750,1750,24,6,4694
1751,1751,26,150,17704
1752,1752,37,29,6668
1753,1753,21,107,17168
1754,1754,22,21,2361
1755,1755,21,45,545
1756,1756,21,63,19
1757,1757,32,62,31274
1758,1758,20,30,32
1759,1759,25,126,3301
1760,1760,32,188,6866
1761,1761,28,30,6740
1762,1762,31,71,3298
1763,1763,30,76,5779
1764,1764,26,110,4195
1765,1765,21,95,10459
1766,1766,37,197,5624
1767,1767,39,253,5832
1768,1768,29,152,26
1769,1769,27,53,9178
1770,1770,27,138,5593
1771,1771,38,92,21964
1772,1772,22,36,2924
1773,1773,22,65,6924
1774,1774,29,75,20728
1775,1775,38,216,6298
1776,1776,31,97,437
1777,1777,38,240,33714
1778,1778,24,47,8128
1779,1779,29,109,8440
1780,1780,32,90,17773
1781,1781,32,48,8977
1782,1782,25,45,24723
1783,1783,29,175,10851
1784,1784,39,218,20186
1785,1785,24,113,6731
1786,1786,26,125,8533
1787,1787,25,123,1914
1788,1788,40,322,14603
1789,1789,34,97,1389
1790,1790,35,101,23482
1791,1791,36,269,9498
1792,1792,35,283,18
1793,1793,35,275,5711
1794,1794,33,33,4503
1795,1795,34,194,14327
1796,1796,21,59,489
1797,1797,30,121,24300
1798,1798,33,180,5667
1799,1799,40,308,8359
1800,1800,40,125,5651
1801,1801,25,153,27602
1802,1802,38,212,5208
1803,1803,22,30,907
1804,1804,26,57,9764
1805,1805,38,181,10835
1806,1806,36,40,26
1807,1807,37,171,15201
1808,1808,22,119,4899
1809,1809,30,147,298
1810,1810,37,230,16994
1811,1811,34,42,2488
1812,1812,24,95,13284
1813,1813,21,20,8663
1814,1814,35,210,13998
1815,1815,33,182,23032
1816,1816,22,17,711
1817,1817,26,107,487
1818,1818,31,91,7330
1819,1819,34,79,6097
1820,1820,25,57,2222
1821,1821,39,345,16555
1822,1822,20,68,10414
1823,1823,31,155,10926
1824,1824,29,145,1331
1825,1825,38,152,2755
1826,1826,32,93,13983
1827,1827,35,240,479
1828,1828,23,108,6191
1829,1829,23,25,1217
1830,1830,36,69,9870
1831,1831,35,6,100
1832,1832,25,82,845
1833,1833,22,94,1377
1834,1834,30,144,7840
1835,1835,35,207,47
1836,1836,32,63,10250
1837,1837,32,231,16374
1838,1838,34,227,3531
1839,1839,34,62,14173
1840,1840,21,23,19847
1841,1841,22,106,196
1842,1842,24,117,1284
1843,1843,22,24,1479
1844,1844,20,92,702
1845,1845,22,73,3234
1846,1846,29,148,18487
1847,1847,29,13,366
1848,1848,23,115,4626
1849,1849,37,11,9723
1850,1850,24,97,6020
1851,1851,32,182,16309
1852,1852,22,45,10
1853,1853,20,78,3758
1854,1854,23,22,16969
1855,1855,20,28,6917
1856,1856,24,17,25
1857,1857,31,185,1210
1858,1858,24,77,7020
1859,1859,31,116,22108
1860,1860,28,19,7866
1861,1861,32,29,7
1862,1862,37,170,7364
1863,1863,30,116,10891
1864,1864,25,110,562
1865,1865,39,48,3892
1866,1866,29,142,2192
1867,1867,27,43,14784
1868,1868,22,121,30952
1869,1869,35,155,9
1870,1870,26,131,1634
1871,1871,36,137,1782
1872,1872,38,62,8168
1873,1873,32,20,2853
1874,1874,20,55,21916
1875,1875,23,30,15387
1876,1876,34,170,15637
1877,1877,26,21,10475
1878,1878,25,104,5729
1879,1879,29,51,158
1880,1880,27,17,2356
1881,1881,25,10,14995
1882,1882,22,4,20453
1883,1883,24,13,207
1884,1884,23,108,21943
1885,1885,22,91,4328
1886,1886,33,201,17521
1887,1887,29,57,3888
1888,1888,37,209,3460
1889,1889,30,42,9
1890,1890,21,31,9083
1891,1891,33,56,5256
1892,1892,34,176,1943
1893,1893,29,116,3906
1894,1894,39,238,5674
1895,1895,31,164,53319
1896,1896,28,46,13946
1897,1897,30,58,2193
1898,1898,31,9,9424
1899,1899,28,85,16704
1900,1900,33,182,20268
1901,1901,29,129,11322
1902,1902,20,43,50
1903,1903,40,114,3127
1904,1904,30,182,25944
1905,1905,31,189,11475
1906,1906,27,119,14890
1907,1907,34,65,6624
1908,1908,21,46,3773
1909,1909,36,43,6857
1910,1910,28,96,7832
1911,1911,32,180,13213
1912,1912,22,99,3063
1913,1913,30,21,4807
1914,1914,37,260,1130
1915,1915,22,28,7831
1916,1916,30,9,4553
1917,1917,39,220,13293
1918,1918,32,5,3028
1919,1919,34,66,19939
1920,1920,22,55,11
1921,1921,22,108,8726
1922,1922,21,81,3905
1923,1923,32,103,9566
1924,1924,28,87,24348
1925,1925,25,115,115
1926,1926,29,127,10918
1927,1927,23,121,440
1928,1928,32,138,3292
1929,1929,21,16,14664
1930,1930,25,13,2802
1931,1931,40,154,10454
1932,1932,34,199,12981
1933,1933,31,125,6784
1934,1934,29,49,26997
1935,1935,36,324,6063
1936,1936,33,67,11279
1937,1937,22,25,56
1938,1938,40,252,586
1939,1939,34,114,5277
1940,1940,29,112,16973
1941,1941,20,68,19436
1942,1942,39,174,18269
1943,1943,29,179,3960
1944,1944,24,109,667
1945,1945,29,57,1320
1946,1946,24,31,11639
1947,1947,21,89,9484
1948,1948,37,264,7858
1949,1949,38,165,4076
1950,1950,31,151,19420
1951,1951,39,244,9533
1952,1952,39,242,8789
1953,1953,29,157,11125
1954,1954,32,214,26166
1955,1955,22,80,7876
1956,1956,38,175,18843
1957,1957,30,200,4415
1958,1958,40,65,10232
1959,1959,34,38,2951
1960,1960,33,75,9680
1961,1961,29,137,2917
1962,1962,35,57,3912
1963,1963,22,104,24434
1964,1964,26,80,1322
1965,1965,24,135,8286
1966,1966,31,163,10590
1967,1967,32,74,13
1968,1968,27,102,1096
1969,1969,38,247,10922
1970,1970,22,116,365
1971,1971,20,6,2706
1972,1972,21,107,8147
1973,1973,23,45,11160
1974,1974,21,98,17256
1975,1975,21,65,520
1976,1976,26,63,4319
1977,1977,30,97,765
1978,1978,29,193,37256
1979,1979,32,23,3540
1980,1980,38,68,1612
1981,1981,23,96,25
1982,1982,39,315,5746
1983,1983,34,122,5646
1984,1984,33,179,13009
1985,1985,38,283,6296
1986,1986,20,51,36969
1987,1987,30,140,13731
1988,1988,27,156,12453
1989,1989,27,53,2300
1990,1990,27,129,231
1991,1991,36,254,1950
1992,1992,37,107,5355
1993,1993,20,27,15337
1994,1994,40,204,11526
1995,1995,28,189,6473
1996,1996,20,102,3529
1997,1997,28,49,27042
1998,1998,32,33,4718
1999,1999,29,120,13274
